"season","page_id","team_name","team_short_name","home_away_flag","team_name_opp","team_short_name_opp","points_total","points_total_opp","points_margin","team_result","minutes","field_goals_made","field_goals_attempted","field_goals_percentage","three_pointers_made","three_pointers_attempted","three_pointers_percentage","two_pointers_made","two_pointers_attempted","two_pointers_percentage","free_throws_made","free_throws_attempted","free_throws_percentage","rebounds_defensive","rebounds_offensive","rebounds_total","assists","turnovers","steals","blocks","blocks_received","fouls_personal","fouls_on","points","points_from_turnovers","points_second_chance","points_fast_break","bench_points","points_in_the_paint","time_leading","biggest_scoring_run","lead_changes","times_scores_level","rebounds_team","rebounds_team_defensive","rebounds_team_offensive","turnovers_team","biggest_lead"
"2018",913531,"Bendigo Spirit","Spirit","home","Townsville Fire","Fire",75,67,8,"W","154:30","26","58","44","6","21","28","20","37","54","17","22","77","32","15","47","18","19","5","4","3","15","19","75","19","4","8","21","36","28.316666666667","12","6","3","9","7","2","4","10"
"2018",913531,"Townsville Fire","Fire","away","Bendigo Spirit","Spirit",67,75,-8,"L","173:14","20","57","35","7","21","33","13","36","36","20","25","80","21","7","28","15","12","9","3","4","19","15","67","18","4","7","51","22","10.433333333333","13","6","3","2","2","0","0","9"
"2018",913532,"Adelaide Lightning","Lightning","home","Sydney Uni Flames","Flames",95,52,43,"W","200:00","39","79","49","9","25","36","30","54","55","8","11","72","43","9","52","28","8","12","7","3","12","17","95","23","12","21","33","50","39.266666666667","16","0","0","3","1","2","0","46"
"2018",913532,"Sydney Uni Flames","Flames","away","Adelaide Lightning","Lightning",52,95,-43,"L","200:00","19","77","24","5","26","19","14","51","27","9","12","75","32","16","48","9","17","4","3","7","17","12","52","7","6","2","18","20","0","10","0","0","8","4","4","0",
"2018",913535,"Melbourne Boomers","Boomers","home","Dandenong Rangers","Rangers",79,55,24,"W","200:00","34","70","48","9","24","37","25","46","54","2","2","100","34","12","46","17","21","16","7","2","13","5","79","16","13","14","6","42","31.983333333333","9","6","6","6","3","3","0","33"
"2018",913535,"Dandenong Rangers","Rangers","away","Melbourne Boomers","Boomers",55,79,-24,"L","200:00","21","62","33","0","10","0","21","52","40","13","14","92","24","7","31","11","17","9","2","7","5","13","55","10","7","9","8","34","3","9","6","6","4","2","2","0","2"
"2018",913534,"Townsville Fire","Fire","home","UC Capitals","Capitals",55,81,-26,"L","200:00","19","64","29","6","26","23","13","38","34","11","18","61","26","13","39","12","17","6","1","3","21","21","55","4","2","2","17","22","1.4666666666667","7","8","5","5","1","4","0","3"
"2018",913534,"UC Capitals","Capitals","away","Townsville Fire","Fire",81,55,26,"W","200:00","33","73","45","6","21","28","27","52","51","9","17","52","36","19","55","22","15","11","3","1","21","21","81","15","28","10","22","36","35.966666666667","13","8","5","10","5","5","1","29"
"2018",913533,"Perth Lynx","Lynx","home","Sydney Uni Flames","Flames",88,84,4,"W","200:00","31","81","38","9","25","36","22","56","39","17","27","62","23","20","43","25","10","13","6","3","21","25","88","20","22","7","15","38","21.416666666667","10","13","6","6","2","4","0","13"
"2018",913533,"Sydney Uni Flames","Flames","away","Perth Lynx","Lynx",84,88,-4,"L","200:01","28","71","39","12","29","41","16","42","38","16","18","88","35","20","55","20","21","2","3","6","26","21","84","9","24","6","17","26","13.466666666667","11","13","6","9","4","5","1","13"
"2018",913537,"UC Capitals","Capitals","home","Townsville Fire","Fire",104,75,29,"W","200:00","40","79","50","13","30","43","27","49","55","11","11","100","30","13","43","33","15","15","6","2","18","17","104","32","14","14","23","36","38.516666666667","9","1","1","4","3","1","0","35"
"2018",913537,"Townsville Fire","Fire","away","UC Capitals","Capitals",75,104,-29,"L","200:00","27","66","40","6","14","42","21","52","40","15","20","75","26","13","39","18","24","8","2","6","17","18","75","17","8","12","32","34","0.21666666666667","6","1","1","7","3","4","1","3"
"2018",913536,"Perth Lynx","Lynx","home","Dandenong Rangers","Rangers",95,80,15,"W","200:00","35","75","46","10","25","40","25","50","50","15","17","88","24","17","41","19","10","8","1","3","17","14","95","22","17","6","20","44","27.65","9","22","14","5","1","4","1","15"
"2018",913536,"Dandenong Rangers","Rangers","away","Perth Lynx","Lynx",80,95,-15,"L","200:01","32","65","49","9","19","47","23","46","50","7","9","77","23","10","33","17","16","3","3","1","15","17","80","8","12","0","14","32","6.8583333333333","5","22","14","2","2","0","0","4"
"2018",913538,"Bendigo Spirit","Spirit","home","Melbourne Boomers","Boomers",67,71,-4,"L","225:00","21","64","32","5","17","29","16","47","34","20","25","80","31","11","42","16","14","8","5","3","14","20","67","17","6","5","9","30","6.8783333333333","18","9","5","1","1","0","1","5"
"2018",913538,"Melbourne Boomers","Boomers","away","Bendigo Spirit","Spirit",71,67,4,"W","225:00","30","78","38","8","26","30","22","52","42","3","4","75","33","16","49","16","16","6","3","5","20","14","71","17","10","6","9","30","35.466666666667","8","9","5","5","4","1","1","16"
"2018",913539,"Adelaide Lightning","Lightning","home","Perth Lynx","Lynx",74,67,7,"W","200:00","25","72","34","6","21","28","19","51","37","18","20","90","34","13","47","17","15","10","4","7","10","19","74","21","8","20","12","28","21.59","14","10","7","8","5","3","0","12"
"2018",913539,"Perth Lynx","Lynx","away","Adelaide Lightning","Lightning",67,74,-7,"L","199:59","26","75","34","8","24","33","18","51","35","7","7","100","35","13","48","16","16","8","7","4","19","10","67","9","9","6","20","34","13.066666666667","9","10","7","6","5","1","1","8"
"2018",913540,"Sydney Uni Flames","Flames","home","Townsville Fire","Fire",80,93,-13,"L","200:00","29","67","43","13","29","44","16","38","42","9","11","81","27","14","41","25","17","3","4","4","25","18","80","7","10","2","26","26","17.611666666667","7","16","6","6","3","3","0","7"
"2018",913540,"Townsville Fire","Fire","away","Sydney Uni Flames","Flames",93,80,13,"W","200:00","35","74","47","9","22","40","26","52","50","14","24","58","23","19","42","19","8","8","4","4","18","25","93","20","14","7","41","46","20.105","13","16","6","7","3","4","0","15"
"2018",913541,"Dandenong Rangers","Rangers","home","UC Capitals","Capitals",43,86,-43,"L","200:00","15","61","24","2","13","15","13","48","27","11","16","68","29","10","39","12","24","8","3","5","19","16","43","4","2","2","16","14","0.28333333333333","5","3","1","7","5","2","0","1"
"2018",913541,"UC Capitals","Capitals","away","Dandenong Rangers","Rangers",86,43,43,"W","200:00","31","69","44","12","21","57","19","48","39","12","17","70","36","10","46","21","15","11","5","3","16","19","86","19","4","11","18","34","37.85","14","3","1","4","3","1","0","44"
"2018",913542,"Adelaide Lightning","Lightning","home","Sydney Uni Flames","Flames",110,61,49,"W","200:00","40","73","54","16","31","51","24","42","57","14","20","70","38","13","51","26","9","6","2","2","17","15","110","23","17","15","35","44","39.483333333333","18","1","1","5","5","0","0","52"
"2018",913542,"Sydney Uni Flames","Flames","away","Adelaide Lightning","Lightning",61,110,-49,"L","200:00","23","67","34","4","19","21","19","48","39","11","14","78","21","8","29","14","14","1","2","2","15","17","61","10","5","6","5","22","0","7","1","1","2","1","1","1",
"2018",913543,"UC Capitals","Capitals","home","Bendigo Spirit","Spirit",102,62,40,"W","200:00","35","72","48","10","20","50","25","52","48","22","24","91","26","14","40","23","7","12","8","2","16","19","102","28","16","11","24","42","38.3","9","3","1","3","1","2","0","45"
"2018",913543,"Bendigo Spirit","Spirit","away","UC Capitals","Capitals",62,102,-40,"L","200:00","21","56","37","4","17","23","17","39","43","16","20","80","24","9","33","13","21","5","2","8","19","16","62","6","6","2","7","28","0.68333333333333","5","3","1","3","1","2","1","2"
"2018",913545,"Melbourne Boomers","Boomers","home","Perth Lynx","Lynx",64,59,5,"W","199:59","26","63","41","7","22","31","19","41","46","5","6","83","38","6","44","19","15","6","3","3","11","14","64","8","7","8","16","30","17.326666666667","9","14","2","6","6","0","0","10"
"2018",913545,"Perth Lynx","Lynx","away","Melbourne Boomers","Boomers",59,64,-5,"L","200:00","25","74","33","5","18","27","20","56","35","4","8","50","30","14","44","7","10","7","3","3","14","11","59","15","10","10","9","34","19.656666666667","12","14","2","4","3","1","0","7"
"2018",913546,"Bendigo Spirit","Spirit","home","Perth Lynx","Lynx",66,68,-2,"L","199:59","25","56","44","4","12","33","21","44","47","12","15","80","28","6","34","18","15","2","4","0","19","17","66","8","4","10","5","34","26.045","8","13","4","8","7","1","2","11"
"2018",913546,"Perth Lynx","Lynx","away","Bendigo Spirit","Spirit",68,66,2,"W","200:00","28","68","41","3","19","15","25","49","51","9","19","47","27","16","43","10","11","6","0","4","17","19","68","18","17","2","15","38","12.105","9","13","4","4","2","2","1","4"
"2018",913547,"Sydney Uni Flames","Flames","home","Dandenong Rangers","Rangers",60,85,-25,"L","200:00","17","65","26","7","26","26","10","39","25","19","20","95","27","21","48","14","19","5","4","2","16","21","60","2","13","4","18","16","0","8","0","0","9","4","5","0",
"2018",913547,"Dandenong Rangers","Rangers","away","Sydney Uni Flames","Flames",85,60,25,"W","200:00","35","79","44","7","23","30","28","56","50","8","9","88","26","17","43","18","8","12","2","4","22","15","85","18","22","8","15","42","39.6","7","0","0","6","3","3","0","26"
"2018",913549,"Bendigo Spirit","Spirit","home","Adelaide Lightning","Lightning",81,92,-11,"L","225:00","29","65","44","8","15","53","21","50","42","15","19","78","34","6","40","19","19","5","5","4","16","17","81","17","2","6","19","34","35.726666666667","10","11","5","3","0","3","1","15"
"2018",913549,"Adelaide Lightning","Lightning","away","Bendigo Spirit","Spirit",92,81,11,"W","225:01","33","80","41","12","25","48","21","55","38","14","15","93","31","13","44","20","13","9","4","5","17","16","92","21","7","11","13","40","7.4133333333333","12","11","5","4","1","3","0","13"
"2018",913548,"Perth Lynx","Lynx","home","Melbourne Boomers","Boomers",74,60,14,"W","200:00","27","68","39","10","21","47","17","47","36","10","12","83","28","14","42","18","13","9","3","6","12","11","74","11","7","3","14","26","37.416666666667","9","3","2","7","4","3","1","18"
"2018",913548,"Melbourne Boomers","Boomers","away","Perth Lynx","Lynx",60,74,-14,"L","200:00","24","59","40","5","24","20","19","35","54","7","11","63","28","8","36","16","16","7","6","3","11","12","60","19","8","11","15","34","1.4666666666667","7","3","2","4","3","1","0","2"
"2018",913550,"Townsville Fire","Fire","home","UC Capitals","Capitals",68,80,-12,"L","200:00","24","63","38","8","26","30","16","37","43","12","17","70","33","14","47","18","20","6","5","3","9","21","68","9","12","2","37","24","0.15","10","1","0","8","5","3","0","2"
"2018",913550,"UC Capitals","Capitals","away","Townsville Fire","Fire",80,68,12,"W","200:00","33","78","42","11","22","50","22","56","39","3","5","60","27","13","40","24","11","9","3","5","21","8","80","23","10","11","12","34","39.383333333333","15","1","0","5","2","3","1","24"
"2018",913551,"Adelaide Lightning","Lightning","home","Melbourne Boomers","Boomers",83,98,-15,"L","200:00","27","71","38","4","14","28","23","57","40","25","30","83","28","10","38","14","9","9","4","5","14","22","83","15","9","7","8","40","10.9","17","13","7","5","3","2","0","9"
"2018",913551,"Melbourne Boomers","Boomers","away","Adelaide Lightning","Lightning",98,83,15,"W","200:00","41","82","50","11","29","37","30","53","56","5","7","71","37","12","49","23","15","6","5","4","22","14","98","9","12","6","19","50","26.05","11","13","7","6","4","2","0","15"
"2018",913552,"Sydney Uni Flames","Flames","home","UC Capitals","Capitals",79,99,-20,"L","200:01","29","69","42","7","22","31","22","47","46","14","16","87","24","13","37","17","15","7","5","4","18","17","79","13","8","2","18","30","0","6","1","1","6","6","0","1",
"2018",913552,"UC Capitals","Capitals","away","Sydney Uni Flames","Flames",99,79,20,"W","200:00","40","81","49","11","26","42","29","55","52","8","10","80","26","15","41","30","10","7","4","5","17","18","99","15","26","9","22","50","38.9","11","1","1","1","1","0","0","20"
"2018",913553,"Dandenong Rangers","Rangers","home","Townsville Fire","Fire",68,81,-13,"L","200:00","25","66","37","6","18","33","19","48","39","12","15","80","26","12","38","15","20","10","3","2","16","15","68","15","5","8","12","24","12.016666666667","8","7","4","5","2","3","0","8"
"2018",913553,"Townsville Fire","Fire","away","Dandenong Rangers","Rangers",81,68,13,"W","200:00","30","67","44","7","26","26","23","41","56","14","17","82","32","11","43","20","17","11","2","3","15","16","81","25","13","3","19","36","26.811666666667","14","7","4","4","3","1","0","15"
"2018",913554,"Bendigo Spirit","Spirit","home","UC Capitals","Capitals",97,101,-4,"L","250:00","34","77","44","11","26","42","23","51","45","18","21","85","32","11","43","22","13","4","6","6","26","18","97","9","13","2","15","30","29.016666666667","7","18","15","9","7","2","0","10"
"2018",913554,"UC Capitals","Capitals","away","Bendigo Spirit","Spirit",101,97,4,"W","250:00","36","87","41","6","24","25","30","63","47","23","36","63","33","25","58","25","11","9","6","6","18","26","101","19","23","12","21","46","11.133333333333","8","18","15","5","3","2","1","6"
"2018",913556,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers",78,89,-11,"L","200:00","31","64","48","0","12","0","31","52","59","16","19","84","22","10","32","12","14","8","0","0","13","17","78","24","10","8","7","44","0","10","2","2","4","4","0","0",
"2018",913556,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers",89,78,11,"W","200:00","37","72","51","12","28","42","25","44","56","3","5","60","25","14","39","26","16","5","0","0","17","13","89","20","12","8","32","36","38.716666666667","10","2","2","2","2","0","0","15"
"2018",913555,"Perth Lynx","Lynx","home","Adelaide Lightning","Lightning",81,82,-1,"L","224:59","32","83","38","9","32","28","23","51","45","8","10","80","35","12","47","16","12","9","5","8","25","11","81","14","11","14","12","36","36.916666666667","10","7","5","7","4","3","0","21"
"2018",913555,"Adelaide Lightning","Lightning","away","Perth Lynx","Lynx",82,81,1,"W","225:00","27","71","38","6","18","33","21","53","39","22","28","78","39","11","50","17","12","6","8","5","11","25","82","14","9","10","24","32","5.505","11","7","5","6","5","1","0","4"
"2018",1087571,"UC Capitals","Capitals","home","Perth Lynx","Lynx",95,76,19,"W","200:00","34","74","45","15","32","46","19","42","45","12","15","80","28","15","43","29","7","6","1","3","14","15","95","11","14","8","5","28","33.816666666667","17","8","1","7","2","5","0","22"
"2018",1087571,"Perth Lynx","Lynx","away","UC Capitals","Capitals",76,95,-19,"L","200:00","27","63","42","11","29","37","16","34","47","11","17","64","26","7","33","16","10","5","3","1","15","14","76","9","8","6","15","24","5.9166666666667","10","8","1","2","2","0","2","5"
"2018",1087573,"Perth Lynx","Lynx","home","UC Capitals","Capitals",75,91,-16,"L","200:01","30","76","39","10","20","50","20","56","35","5","8","62","31","19","50","14","13","3","7","4","15","14","75","0","12","2","20","38","11.875","8","12","7","5","2","3","0","12"
"2018",1087573,"UC Capitals","Capitals","away","Perth Lynx","Lynx",91,75,16,"W","200:00","36","74","48","14","23","60","22","51","43","5","11","45","28","10","38","25","3","8","4","7","14","15","91","22","15","7","10","34","24.118333333333","11","12","7","2","1","1","0","16"
"2018",1087572,"Melbourne Boomers","Boomers","home","Adelaide Lightning","Lightning",60,76,-16,"L","200:00","25","62","40","2","17","11","23","45","51","8","9","88","32","7","39","21","22","5","5","2","13","11","60","15","8","8","20","34","13.878333333333","8","14","11","2","2","0","0","7"
"2018",1087572,"Adelaide Lightning","Lightning","away","Melbourne Boomers","Boomers",76,60,16,"W","200:01","31","71","43","3","11","27","28","60","46","11","13","84","30","9","39","14","13","13","2","5","11","13","76","23","8","14","16","48","20.833333333333","9","14","11","6","3","3","0","20"
"2018",1087574,"Adelaide Lightning","Lightning","home","Melbourne Boomers","Boomers",47,48,-1,"L","100:00","19","38","50","4","7","57","15","31","48","5","5","100","17","4","21","11","6","2","0","0","10","5","47","6","6","7","0","22","17.383333333333","6","4","3","1","1","0","0","12"
"2018",1087574,"Melbourne Boomers","Boomers","away","Adelaide Lightning","Lightning",48,47,1,"W","100:00","19","39","48","6","13","46","13","26","50","4","6","66","15","4","19","9","4","2","0","0","5","10","48","7","5","8","2","20","2.0666666666667","8","4","3","2","0","2","0","1"
"2018",1087577,"UC Capitals","Capitals","home","Adelaide Lightning","Lightning",88,67,21,"W","199:59","35","73","47","9","20","45","26","53","49","9","13","69","38","12","50","25","10","9","5","5","15","12","88","21","11","6","6","50","23","15","3","1","6","4","2","1","21"
"2018",1087577,"Adelaide Lightning","Lightning","away","UC Capitals","Capitals",67,88,-21,"L","200:00","23","70","32","7","25","28","16","45","35","14","20","70","28","13","41","14","15","3","5","5","12","15","67","10","13","6","12","30","16.4","8","3","1","4","2","2","0","12"
"2018",1087578,"Adelaide Lightning","Lightning","home","UC Capitals","Capitals",74,73,1,"W","200:00","30","83","36","6","24","25","24","59","40","8","12","66","33","18","51","11","8","11","7","3","15","13","74","9","13","7","8","32","4.7366666666667","8","15","5","4","2","2","0","4"
"2018",1087578,"UC Capitals","Capitals","away","Adelaide Lightning","Lightning",73,74,-1,"L","200:00","28","82","34","9","22","40","19","60","31","8","12","66","37","23","60","16","14","6","3","7","13","15","73","4","11","9","4","28","32.546666666667","9","15","5","7","3","4","2","10"
"2018",1087579,"UC Capitals","Capitals","home","Adelaide Lightning","Lightning",93,73,20,"W","200:00","36","71","50","14","23","60","22","48","45","7","8","87","31","6","37","19","9","1","6","4","18","13","93","17","9","6","3","42","30.166666666667","9","12","5","4","4","0","1","20"
"2018",1087579,"Adelaide Lightning","Lightning","away","UC Capitals","Capitals",73,93,-20,"L","200:00","29","74","39","6","22","27","23","52","44","9","16","56","29","14","43","14","10","4","4","6","13","16","73","14","15","0","30","38","7.3666666666667","10","12","5","11","7","4","1","7"
