"season","page_id","team_name","team_short_name","home_away_flag","team_name_opp","team_short_name_opp","points_total","points_total_opp","points_margin","team_result","minutes","field_goals_made","field_goals_attempted","field_goals_percentage","three_pointers_made","three_pointers_attempted","three_pointers_percentage","two_pointers_made","two_pointers_attempted","two_pointers_percentage","free_throws_made","free_throws_attempted","free_throws_percentage","rebounds_defensive","rebounds_offensive","rebounds_total","assists","turnovers","steals","blocks","blocks_received","fouls_personal","fouls_on","fouls_total","points","points_from_turnovers","points_second_chance","points_fast_break","bench_points","points_in_the_paint","time_leading","biggest_lead","biggest_scoring_run","lead_changes","times_scores_level","fouls_team","rebounds_team","rebounds_team_defensive","rebounds_team_offensive","turnovers_team"
"2020",1777554,"Townsville Fire","Fire","home","Melbourne Boomers","Boomers",70,64,6,"W","200:00","27","63","42","6","21","28","21","42","50","10","12","83","30","9","39","14","13","7","2","4","10","16","11","70","12","9","6","27","36","23.9","12","7","1","2","1","9","6","3","1"
"2020",1777554,"Melbourne Boomers","Boomers","away","Townsville Fire","Fire",64,70,-6,"L","200:00","26","68","38","8","25","32","18","43","41","4","7","57","26","14","40","24","16","10","4","2","16","10","16","64","12","11","9","8","30","14.816666666667","8","9","1","2","0","1","1","0","2"
"2020",1777561,"UC Capitals","Capitals","home","Southside Flyers","Flyers",82,101,-19,"L","200:00","29","72","40","6","23","26","23","49","46","18","22","81","31","16","47","23","15","4","1","5","14","20","14","82","6","9","19","28","38","0",,"12","0","0","0","8","3","5","1"
"2020",1777561,"Southside Flyers","Flyers","away","UC Capitals","Capitals",101,82,19,"W","200:00","40","77","51","18","29","62","22","48","45","3","4","75","29","5","34","29","10","6","5","1","20","14","20","101","22","5","22","22","42","39.716666666667","19","9","0","0","0","5","4","1","0"
"2020",1777546,"Sydney Uni Flames","Flames","home","Adelaide Lightning","Lightning",86,60,26,"W","200:00","30","76","39","8","18","44","22","58","37","18","22","81","33","15","48","12","10","14","2","5","10","15","10","86","21","24","10","14","38","39.2","26","10","0","0","0","5","1","4","0"
"2020",1777546,"Adelaide Lightning","Lightning","away","Sydney Uni Flames","Flames",60,86,-26,"L","200:00","23","65","35","6","25","24","17","40","42","8","13","61","30","11","41","16","20","7","5","2","15","10","15","60","6","9","11","8","32","0",,"5","0","0","0","4","3","1","0"
"2020",1809807,"UC Capitals","Capitals","home","Melbourne Boomers","Boomers",68,78,-10,"L","200:00","27","78","34","5","21","23","22","57","38","9","13","69","24","18","42","17","10","9","1","13","17","17","17","68","16","15","11","28","36","0",,"12","0","3","0","7","3","4","0"
"2020",1809807,"Melbourne Boomers","Boomers","away","UC Capitals","Capitals",78,68,10,"W","200:00","30","67","44","7","23","30","23","44","52","11","16","68","35","16","51","18","17","5","13","1","17","17","17","78","12","17","4","17","34","38.766666666667","16","12","0","3","0","8","6","2","1"
"2020",1809808,"Southside Flyers","Flyers","home","Townsville Fire","Fire",106,93,13,"W","200:00","38","72","52","12","28","42","26","44","59","18","20","90","23","13","36","26","16","14","2","0","17","19","17","106","30","13","23","15","42","39.366666666667","19","9","0","0","0","1","1","0","0"
"2020",1809808,"Townsville Fire","Fire","away","Southside Flyers","Flyers",93,106,-13,"L","200:00","35","62","56","8","18","44","27","44","61","15","17","88","21","6","27","21","18","9","0","2","19","17","19","93","16","5","8","17","36","0",,"8","0","0","0","3","0","3","0"
"2020",1809809,"Townsville Fire","Fire","home","Melbourne Boomers","Boomers",65,62,3,"W","200:00","25","56","44","6","18","33","19","38","50","9","9","100","27","10","37","14","18","4","0","2","8","15","8","65","8","14","5","15","22","33.733333333333","9","8","3","3","0","2","2","0","1"
"2020",1809809,"Melbourne Boomers","Boomers","away","Townsville Fire","Fire",62,65,-3,"L","200:00","27","68","39","4","23","17","23","45","51","4","6","66","20","14","34","16","13","7","2","0","15","8","15","62","8","15","2","7","36","4.5","5","8","3","3","0","3","2","1","3"
"2020",1809810,"Southside Flyers","Flyers","home","Townsville Fire","Fire",99,82,17,"W","200:00","30","64","46","10","24","41","20","40","50","29","31","93","30","8","38","16","9","8","3","1","18","21","18","99","14","7","14","21","30","27.505","21","8","7","12","0","3","3","0","0"
"2020",1809810,"Townsville Fire","Fire","away","Southside Flyers","Flyers",82,99,-17,"L","200:00","28","70","40","6","24","25","22","46","47","20","23","86","25","13","38","14","9","4","1","3","21","18","21","82","12","18","5","18","36","6.14","6","8","7","12","0","3","0","3","0"
