"season","page_id","team_name","team_short_name","home_away_flag","first_name","family_name","first_name_initial","family_name_initial","scoreboard_name","playing_position","starter","minutes","points","points_second_chance","points_fast_break","points_in_the_paint","field_goals_made","field_goals_attempted","field_goals_percentage","three_pointers_made","three_pointers_attempted","three_pointers_percentage","two_pointers_made","two_pointers_attempted","two_pointers_percentage","free_throws_made","free_throws_attempted","free_throws_percentage","rebounds_defensive","rebounds_offensive","rebounds_total","assists","turnovers","steals","blocks","blocks_received","fouls_personal","fouls_on","plus_minus"
"2016",311885,"Sydney Uni Flames","Flames","away","Lauren","Nicholson","L","N","L. Nicholson","","0","14:39","0","0","0","0","0","3","0","0","0","0","0","3","0","0","0","0","0","1","1","0","0","0","0","0","0","1","10"
"2016",311885,"Sydney Uni Flames","Flames","away","Tahlia","TUPAEA","T","T","T. TUPAEA","","0","23:09","4","0","0","4","2","3","66","0","1","0","2","2","100","0","0","0","3","0","3","1","2","0","0","0","0","1","15"
"2016",311885,"Sydney Uni Flames","Flames","away","Jennifer","Hamson","J","H","J. Hamson","","1","20:45","8","2","0","8","4","9","44","0","0","0","4","9","44","0","0","0","5","2","7","0","1","0","0","0","5","2","-1"
"2016",311885,"Sydney Uni Flames","Flames","away","Leilani","Mitchell","L","M","L. Mitchell","","1","37:16","16","0","2","6","6","14","42","2","5","40","4","9","44","2","2","100","1","0","1","5","0","2","0","0","3","4","2"
"2016",311885,"Sydney Uni Flames","Flames","away","Alex","Wilson","A","W","A. Wilson","","1","25:49","2","0","0","2","1","5","20","0","2","0","1","3","33","0","0","0","2","0","2","0","2","1","1","0","1","0","-17"
"2016",311885,"Sydney Uni Flames","Flames","away","Shanae","Greaves","S","G","S. Greaves","","0","05:23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","3","0","1"
"2016",311885,"Sydney Uni Flames","Flames","away","Carly","BOAG","C","B","C. BOAG","","0","12:28","4","0","0","4","2","4","50","0","0","0","2","4","50","0","0","0","1","0","1","0","0","0","0","0","1","0","-1"
"2016",311885,"Sydney Uni Flames","Flames","away","Belinda","Snell","B","S","B. Snell","","1","36:47","30","0","0","16","12","18","66","4","7","57","8","11","72","2","2","100","6","2","8","4","1","0","2","2","2","2","1"
"2016",311885,"Sydney Uni Flames","Flames","away","Asia","Taylor","A","T","A. Taylor","","1","22:03","13","6","0","10","5","11","45","0","1","0","5","10","50","3","4","75","5","2","7","1","4","2","0","0","5","4","2"
"2016",311885,"Sydney Uni Flames","Flames","away","Sarah","Graham","S","G","S. Graham","","0","01:37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"2016",311886,"Adelaide Lightning","Lightning","home","Jordan","Hunter","J","H","J. Hunter","","0","28:07","3","0","0","0","1","4","25","1","4","25","0","0","0","0","0","0","5","1","6","3","4","1","1","0","2","1","-7"
"2016",311886,"Adelaide Lightning","Lightning","home","Shannon","McKay","S","M","S. McKay","","0","09:08","3","0","0","0","1","4","25","1","3","33","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"2016",311886,"Adelaide Lightning","Lightning","home","Sarah","Elsworthy","S","E","S. Elsworthy","","1","16:00","0","0","0","0","0","4","0","0","0","0","0","4","0","0","0","0","2","0","2","0","3","0","0","0","2","0","-30"
"2016",311886,"Adelaide Lightning","Lightning","home","Laura","HODGES","L","H","L. HODGES","","1","30:03","23","2","2","18","11","18","61","0","2","0","11","16","68","1","2","50","2","1","3","1","0","1","0","1","0","2","-19"
"2016",311886,"Adelaide Lightning","Lightning","home","Jessica","Good","J","G","J. Good","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311886,"Adelaide Lightning","Lightning","home","Anneli","Maley","A","M","A. Maley","","0","08:25","2","2","0","2","1","2","50","0","0","0","1","2","50","0","0","0","2","1","3","1","1","0","0","0","0","1","-1"
"2016",311886,"Adelaide Lightning","Lightning","home","Ieva","Nagy","I","N","I. Nagy","","0","09:13","0","0","0","0","0","2","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","-8"
"2016",311886,"Adelaide Lightning","Lightning","home","Chelsea","Brook","C","B","C. Brook","","0","02:08","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-3"
"2016",311886,"Adelaide Lightning","Lightning","home","Tayla","Roberts","T","R","T. Roberts","","1","26:15","8","2","0","6","4","8","50","0","1","0","4","7","57","0","0","0","4","4","8","1","3","0","0","0","1","1","-13"
"2016",311886,"Adelaide Lightning","Lightning","home","Samantha","Logic","S","L","S. Logic","","1","23:55","7","0","0","4","3","9","33","1","2","50","2","7","28","0","2","0","7","1","8","6","3","1","0","0","1","2","-7"
"2016",311886,"Adelaide Lightning","Lightning","home","Alex","Ciabattoni","A","C","A. Ciabattoni","","1","25:35","5","0","0","2","2","9","22","1","3","33","1","6","16","0","0","0","4","1","5","3","2","0","0","0","1","2","-11"
"2016",311886,"Adelaide Lightning","Lightning","home","Colleen","Planeta","C","P","C. Planeta","","0","21:05","9","2","0","4","4","9","44","1","2","50","3","7","42","0","0","0","3","3","6","2","0","0","2","0","0","0","-1"
"2016",311886,"Perth Lynx","Lynx","away","Tessa","Lavey","T","L","T. Lavey","","1","30:48","4","0","0","2","2","8","25","0","2","0","2","6","33","0","0","0","2","1","3","3","1","1","0","0","0","0","9"
"2016",311886,"Perth Lynx","Lynx","away","Antonia","Edmondson","A","E","A. Edmondson","","1","20:32","14","0","0","4","5","9","55","3","3","100","2","6","33","1","2","50","0","0","0","0","1","1","0","0","1","3","14"
"2016",311886,"Perth Lynx","Lynx","away","Brianna","Butler","B","B","B. Butler","","0","19:31","7","0","0","0","3","6","50","1","3","33","2","3","66","0","0","0","3","1","4","3","0","1","1","0","1","0","15"
"2016",311886,"Perth Lynx","Lynx","away","Natalie","Burton","N","B","N. Burton","","0","24:46","0","0","0","0","0","3","0","0","0","0","0","3","0","0","0","0","2","3","5","0","2","1","0","0","0","0","13"
"2016",311886,"Perth Lynx","Lynx","away","Carley","Mijovic","C","M","C. Mijovic","","1","27:01","7","3","0","4","3","12","25","1","6","16","2","6","33","0","0","0","8","1","9","2","3","1","0","1","1","0","14"
"2016",311886,"Perth Lynx","Lynx","away","Ashleigh","Grant","A","G","A. Grant","","0","06:00","2","0","0","2","1","2","50","0","0","0","1","2","50","0","0","0","1","0","1","0","0","0","0","0","1","0","0"
"2016",311886,"Perth Lynx","Lynx","away","Sami","Whitcomb","S","W","S. Whitcomb","","1","30:47","23","2","0","8","7","20","35","3","9","33","4","11","36","6","7","85","3","3","6","2","0","5","0","1","2","7","6"
"2016",311886,"Perth Lynx","Lynx","away","Tenaya","Phillips","T","P","T. Phillips","","0","12:46","13","2","0","2","5","7","71","3","4","75","2","3","66","0","0","0","1","2","3","2","1","1","0","1","1","0","12"
"2016",311886,"Perth Lynx","Lynx","away","Kisha","Lee","K","L","K. Lee","","0","05:01","2","0","0","0","1","1","100","0","0","0","1","1","100","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"2016",311886,"Perth Lynx","Lynx","away","Ruth","Hamblin","R","H","R. Hamblin","","1","22:44","8","4","0","8","4","7","57","0","0","0","4","7","57","0","0","0","6","2","8","1","2","0","0","0","2","0","14"
"2016",311887,"Townsville Fire","Fire","home","Natasha","Cloud","N","C","N. Cloud","","1","28:26","4","2","0","4","2","6","33","0","2","0","2","4","50","0","0","0","4","0","4","7","5","1","0","0","3","1","-8"
"2016",311887,"Townsville Fire","Fire","home","Ainsley","Walsh","A","W","A. Walsh","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311887,"Townsville Fire","Fire","home","Haylee","Andrews","H","A","H. Andrews","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311887,"Townsville Fire","Fire","home","Suzy","Batkovic","S","B","S. Batkovic","","1","36:40","21","2","0","6","8","20","40","1","4","25","7","16","43","4","6","66","4","3","7","3","4","0","0","3","2","5","-3"
"2016",311887,"Townsville Fire","Fire","home","Mia","Murray","M","M","M. Murray","","1","34:12","15","2","0","8","6","11","54","1","3","33","5","8","62","2","2","100","4","2","6","3","0","1","1","0","1","3","8"
"2016",311887,"Townsville Fire","Fire","home","Jacqui","Zelenka","J","Z","J. Zelenka","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311887,"Townsville Fire","Fire","home","Darcee","Garbin","D","G","D. Garbin","","0","21:34","11","0","0","4","2","8","25","0","2","0","2","6","33","7","8","87","4","3","7","1","3","1","0","1","3","6","-6"
"2016",311887,"Townsville Fire","Fire","home","Amy","Kame","A","K","A. Kame","","0","12:34","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","1","2","0","2","1","0","0","2","2","-4"
"2016",311887,"Townsville Fire","Fire","home","Chevannah","Paalvast","C","P","C. Paalvast","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311887,"Townsville Fire","Fire","home","Kelly","Wilson","K","W","K. Wilson","","0","12:37","2","0","0","0","1","2","50","0","0","0","1","2","50","0","0","0","0","0","0","4","3","0","0","0","2","0","4"
"2016",311887,"Townsville Fire","Fire","home","Micaela","Cocks","M","C","M. Cocks","","1","32:08","13","3","0","2","5","10","50","3","6","50","2","4","50","0","0","0","2","1","3","1","0","1","0","1","3","0","-3"
"2016",311887,"Townsville Fire","Fire","home","Kayla","Standish","K","S","K. Standish","","1","21:44","9","0","0","4","4","11","36","1","2","50","3","9","33","0","2","0","1","0","1","1","2","1","0","2","3","4","7"
"2016",311887,"Sydney Uni Flames","Flames","away","Lauren","Nicholson","L","N","L. Nicholson","","0","16:55","3","0","0","2","1","2","50","0","1","0","1","1","100","1","2","50","0","0","0","0","2","0","0","0","2","2","5"
"2016",311887,"Sydney Uni Flames","Flames","away","Tahlia","TUPAEA","T","T","T. TUPAEA","","0","24:41","6","0","0","2","1","3","33","0","1","0","1","2","50","4","4","100","2","1","3","1","4","1","1","0","2","3","3"
"2016",311887,"Sydney Uni Flames","Flames","away","Jennifer","Hamson","J","H","J. Hamson","","1","24:47","11","2","0","4","4","7","57","0","0","0","4","7","57","3","4","75","5","5","10","0","1","0","3","0","2","2","-3"
"2016",311887,"Sydney Uni Flames","Flames","away","Leilani","Mitchell","L","M","L. Mitchell","","1","35:34","15","2","0","4","6","13","46","3","6","50","3","7","42","0","0","0","6","1","7","3","6","2","0","0","2","2","2"
"2016",311887,"Sydney Uni Flames","Flames","away","Alex","Wilson","A","W","A. Wilson","","1","30:19","7","0","0","0","2","8","25","2","4","50","0","4","0","1","2","50","6","1","7","3","1","1","0","0","1","4","-8"
"2016",311887,"Sydney Uni Flames","Flames","away","Shanae","Greaves","S","G","S. Greaves","","0","07:48","4","2","0","4","2","4","50","0","0","0","2","4","50","0","0","0","1","2","3","0","0","0","0","1","1","1","0"
"2016",311887,"Sydney Uni Flames","Flames","away","Carly","BOAG","C","B","C. BOAG","","0","11:06","4","0","0","2","2","4","50","0","1","0","2","3","66","0","0","0","1","0","1","0","2","1","0","0","2","0","-10"
"2016",311887,"Sydney Uni Flames","Flames","away","Belinda","Snell","B","S","B. Snell","","1","33:25","14","0","0","2","4","11","36","2","8","25","2","3","66","4","4","100","4","0","4","6","5","0","3","0","4","3","11"
"2016",311887,"Sydney Uni Flames","Flames","away","Asia","Taylor","A","T","A. Taylor","","1","15:22","12","2","0","8","5","9","55","0","0","0","5","9","55","2","2","100","3","2","5","0","4","2","0","0","5","2","5"
"2016",311887,"Sydney Uni Flames","Flames","away","Sarah","Graham","S","G","S. Graham","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311888,"Bendigo Spirit","Spirit","home","Blake","Dietrick","B","D","B. Dietrick","","1","26:55","3","0","2","0","0","4","0","0","0","0","0","4","0","3","3","100","2","0","2","4","4","0","0","0","5","2","5"
"2016",311888,"Bendigo Spirit","Spirit","home","Andrea","Wilson","A","W","A. Wilson","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311888,"Bendigo Spirit","Spirit","home","Kerryn","Harrington","K","H","K. Harrington","","1","33:17","13","0","0","0","3","8","37","3","6","50","0","2","0","4","5","80","0","0","0","3","4","0","0","1","3","3","9"
"2016",311888,"Bendigo Spirit","Spirit","home","Heather","OLIVER","H","O","H. OLIVER","","0","14:56","2","0","2","2","1","3","33","0","0","0","1","3","33","0","0","0","1","2","3","0","1","0","1","0","2","1","-2"
"2016",311888,"Bendigo Spirit","Spirit","home","Nayo","Raincock-Ekunwe","N","R","N. Raincock-Ekunwe","","0","28:41","27","4","4","20","10","19","52","0","1","0","10","18","55","7","7","100","7","3","10","2","2","0","1","0","4","5","12"
"2016",311888,"Bendigo Spirit","Spirit","home","Ashleigh","Spencer","A","S","A. Spencer","","0","02:45","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","2","0","2","1","0","0","0","1","1","0","8"
"2016",311888,"Bendigo Spirit","Spirit","home","Nadeen","Payne","N","P","N. Payne","","0","18:24","5","0","1","0","0","1","0","0","1","0","0","0","0","5","6","83","0","2","2","0","2","0","0","0","4","3","10"
"2016",311888,"Bendigo Spirit","Spirit","home","Molly","Mathews","M","M","M. Mathews","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311888,"Bendigo Spirit","Spirit","home","Gabrielle","Richards","G","R","G. Richards","","1","28:04","12","3","0","10","5","9","55","0","0","0","5","9","55","2","4","50","1","3","4","2","2","1","1","1","2","2","0"
"2016",311888,"Bendigo Spirit","Spirit","home","Ashleigh","KARAITIANA","A","K","A. KARAITIANA","","1","27:02","7","2","0","4","2","10","20","0","2","0","2","8","25","3","4","75","3","3","6","3","2","1","0","1","1","3","-4"
"2016",311888,"Bendigo Spirit","Spirit","home","Kelsey","Griffin","K","G","K. Griffin","","1","19:52","7","4","0","4","2","4","50","0","0","0","2","4","50","3","3","100","9","2","11","2","2","1","1","1","5","5","-3"
"2016",311888,"Bendigo Spirit","Spirit","home","Kara","Tessari","K","T","K. Tessari","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311888,"Melbourne Boomers","Boomers","away","Tegan","Cunningham","T","C","T. Cunningham","","0","11:24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","2","0","-23"
"2016",311888,"Melbourne Boomers","Boomers","away","Jessica","Bygate","J","B","J. Bygate","","0","03:32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","-5"
"2016",311888,"Melbourne Boomers","Boomers","away","Rebecca","Cole","R","C","R. Cole","","1","32:16","15","0","0","4","3","13","23","0","0","0","3","13","23","9","10","90","4","1","5","5","2","3","1","0","2","8","7"
"2016",311888,"Melbourne Boomers","Boomers","away","Kasey","Burton","K","B","K. Burton","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311888,"Melbourne Boomers","Boomers","away","Rebecca","Ott","R","O","R. Ott","","0","22:47","6","0","4","6","3","5","60","0","1","0","3","4","75","0","0","0","1","0","1","1","1","0","1","0","0","0","-4"
"2016",311888,"Melbourne Boomers","Boomers","away","Cassidy","Gould","C","G","C. Gould","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311888,"Melbourne Boomers","Boomers","away","Olivia","Thompson","O","T","O. Thompson","","1","28:35","15","9","0","12","6","8","75","0","0","0","6","8","75","3","4","75","3","6","9","0","0","0","0","0","4","3","16"
"2016",311888,"Melbourne Boomers","Boomers","away","Monique","Conti","M","C","M. Conti","","0","07:43","0","0","0","0","0","3","0","0","1","0","0","2","0","0","0","0","1","1","2","0","1","0","0","1","2","1","-14"
"2016",311888,"Melbourne Boomers","Boomers","away","Kalisha","Keane","K","K","K. Keane","","1","36:27","8","0","0","0","2","6","33","1","1","100","1","5","20","3","4","75","5","0","5","3","2","4","1","1","4","3","-2"
"2016",311888,"Melbourne Boomers","Boomers","away","Madeleine","Garrick","M","G","M. Garrick","","1","29:32","9","0","0","0","2","11","18","0","5","0","2","6","33","5","6","83","5","1","6","0","2","1","0","0","3","4","-1"
"2016",311888,"Melbourne Boomers","Boomers","away","Kelly","Bowen","K","B","K. Bowen","","0","05:30","1","0","0","0","0","2","0","0","0","0","0","2","0","1","2","50","0","0","0","0","1","0","0","1","2","1","-11"
"2016",311888,"Melbourne Boomers","Boomers","away","Alice","Kunek","A","K","A. Kunek","","1","22:09","15","2","0","4","3","12","25","1","5","20","2","7","28","8","8","100","4","0","4","0","3","1","2","1","4","7","2"
"2016",311889,"Perth Lynx","Lynx","home","Tessa","Lavey","T","L","T. Lavey","","1","32:36","10","0","4","4","4","7","57","2","3","66","2","4","50","0","0","0","2","0","2","2","3","2","0","0","1","0","2"
"2016",311889,"Perth Lynx","Lynx","home","Antonia","Edmondson","A","E","A. Edmondson","","1","20:47","11","0","0","2","4","6","66","3","4","75","1","2","50","0","0","0","2","0","2","2","1","0","0","0","3","1","5"
"2016",311889,"Perth Lynx","Lynx","home","Brianna","Butler","B","B","B. Butler","","0","19:41","12","0","0","0","4","6","66","4","6","66","0","0","0","0","0","0","2","1","3","0","1","1","0","0","1","1","4"
"2016",311889,"Perth Lynx","Lynx","home","Natalie","Burton","N","B","N. Burton","","0","19:27","8","2","0","4","3","5","60","0","0","0","3","5","60","2","2","100","2","2","4","2","0","0","2","0","3","2","15"
"2016",311889,"Perth Lynx","Lynx","home","Carley","Mijovic","C","M","C. Mijovic","","1","31:50","4","0","0","2","1","9","11","0","3","0","1","6","16","2","2","100","8","0","8","2","0","0","3","1","2","1","2"
"2016",311889,"Perth Lynx","Lynx","home","Tahlia","Fejo","T","F","T. Fejo","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311889,"Perth Lynx","Lynx","home","Ashleigh","Grant","A","G","A. Grant","","0","01:04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"2016",311889,"Perth Lynx","Lynx","home","Sami","Whitcomb","S","W","S. Whitcomb","","1","33:00","27","0","2","6","9","20","45","5","11","45","4","9","44","4","4","100","5","1","6","4","2","1","0","0","2","5","10"
"2016",311889,"Perth Lynx","Lynx","home","Tenaya","Phillips","T","P","T. Phillips","","0","12:49","3","0","0","0","1","2","50","1","2","50","0","0","0","0","0","0","0","1","1","3","1","3","0","0","0","0","11"
"2016",311889,"Perth Lynx","Lynx","home","Kisha","Lee","K","L","K. Lee","","0","01:04","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"2016",311889,"Perth Lynx","Lynx","home","Ruth","Hamblin","R","H","R. Hamblin","","1","27:37","12","4","0","10","5","10","50","0","0","0","5","10","50","2","3","66","5","3","8","1","2","0","4","1","2","2","5"
"2016",311889,"Dandenong Rangers","Rangers","away","Aimie","Clydesdale","A","C","A. Clydesdale","","1","28:11","6","3","0","0","2","6","33","2","3","66","0","3","0","0","0","0","0","2","2","1","2","0","0","0","0","1","-5"
"2016",311889,"Dandenong Rangers","Rangers","away","Stephanie","Cumming","S","C","S. Cumming","","1","27:19","0","0","0","0","0","8","0","0","4","0","0","4","0","0","0","0","1","2","3","4","2","0","0","2","0","0","4"
"2016",311889,"Dandenong Rangers","Rangers","away","Jacinta","Kennedy","J","K","J. Kennedy","","0","18:20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","4","3","0","0","0","0","1","0","-4"
"2016",311889,"Dandenong Rangers","Rangers","away","Chloe","Bibby","C","B","C. Bibby","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311889,"Dandenong Rangers","Rangers","away","Lauren","Scherf","L","S","L. Scherf","","1","13:54","11","2","2","6","4","7","57","1","1","100","3","6","50","2","2","100","2","1","3","1","1","1","1","1","1","1","-7"
"2016",311889,"Dandenong Rangers","Rangers","away","Amelia","Todhunter","A","T","A. Todhunter","","1","20:51","7","0","0","2","3","3","100","1","1","100","2","2","100","0","0","0","3","0","3","2","1","0","0","0","3","1","-8"
"2016",311889,"Dandenong Rangers","Rangers","away","Sara","Blicavs","S","B","S. Blicavs","","1","35:46","15","3","2","4","5","17","29","3","7","42","2","10","20","2","2","100","5","0","5","4","0","1","1","4","2","2","-6"
"2016",311889,"Dandenong Rangers","Rangers","away","Natalie","Novosel","N","N","N. Novosel","","0","30:06","20","4","2","10","7","16","43","1","1","100","6","15","40","5","5","100","2","1","3","5","3","3","0","2","2","7","-14"
"2016",311889,"Dandenong Rangers","Rangers","away","Rosie","FADLJEVIC","R","F","R. FADLJEVIC","","0","01:26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"2016",311889,"Dandenong Rangers","Rangers","away","Ally","Malott","A","M","A. Malott","","0","24:04","18","0","0","4","7","11","63","3","7","42","4","4","100","1","2","50","4","1","5","3","1","1","0","0","2","2","-11"
"2016",311890,"Adelaide Lightning","Lightning","home","Alex","Ciabattoni","A","C","A. Ciabattoni","","1","29:35","17","0","2","10","7","11","63","0","0","0","7","11","63","3","3","100","9","0","9","2","2","1","1","1","2","3","-3"
"2016",311890,"Adelaide Lightning","Lightning","home","Shannon","McKay","S","M","S. McKay","","0","06:06","3","0","0","0","1","2","50","1","2","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","-7"
"2016",311890,"Adelaide Lightning","Lightning","home","Sarah","Elsworthy","S","E","S. Elsworthy","","1","30:06","5","0","0","4","2","8","25","0","2","0","2","6","33","1","1","100","1","1","2","1","3","2","0","0","1","2","-6"
"2016",311890,"Adelaide Lightning","Lightning","home","Laura","HODGES","L","H","L. HODGES","","1","35:45","16","4","2","10","5","14","35","0","0","0","5","14","35","6","9","66","3","3","6","1","0","0","0","1","2","6","-11"
"2016",311890,"Adelaide Lightning","Lightning","home","Jessica","Good","J","G","J. Good","","0","10:39","3","0","0","0","1","2","50","1","2","50","0","0","0","0","0","0","2","1","3","0","0","0","0","0","3","1","2"
"2016",311890,"Adelaide Lightning","Lightning","home","Anneli","Maley","A","M","A. Maley","","0","13:01","2","0","0","0","0","2","0","0","1","0","0","1","0","2","2","100","4","1","5","0","2","0","0","0","2","1","-4"
"2016",311890,"Adelaide Lightning","Lightning","home","Chelsea","Brook","C","B","C. Brook","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311890,"Adelaide Lightning","Lightning","home","Tayla","Roberts","T","R","T. Roberts","","1","26:36","8","0","0","6","4","10","40","0","1","0","4","9","44","0","2","0","6","0","6","1","0","0","1","0","2","3","-2"
"2016",311890,"Adelaide Lightning","Lightning","home","Samantha","Logic","S","L","S. Logic","","1","27:57","2","0","0","2","1","5","20","0","0","0","1","5","20","0","0","0","6","0","6","6","2","0","0","0","4","1","-5"
"2016",311890,"Adelaide Lightning","Lightning","home","Colleen","Planeta","C","P","C. Planeta","","0","20:11","10","0","0","6","5","11","45","0","2","0","5","9","55","0","1","0","2","0","2","0","4","0","0","0","1","2","-4"
"2016",311890,"UC Capitals","Capitals","away","Mikaela","Ruef","M","R","M. Ruef","","1","35:51","11","4","0","4","4","9","44","0","0","0","4","9","44","3","4","75","16","4","20","3","3","1","0","0","4","2","11"
"2016",311890,"UC Capitals","Capitals","away","Lauren","Mansfield","L","M","L. Mansfield","","1","32:00","18","2","0","10","7","16","43","1","4","25","6","12","50","3","4","75","5","0","5","5","0","0","0","0","1","5","17"
"2016",311890,"UC Capitals","Capitals","away","Alice","Coddington","A","C","A. Coddington","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311890,"UC Capitals","Capitals","away","Carly","Wilson","C","W","C. Wilson","","1","16:27","3","0","0","0","1","3","33","1","3","33","0","0","0","0","0","0","1","0","1","1","0","0","0","0","1","0","-6"
"2016",311890,"UC Capitals","Capitals","away","Kate","Gaze","K","G","K. Gaze","","0","21:11","4","0","0","0","1","9","11","0","3","0","1","6","16","2","2","100","0","0","0","0","0","2","0","1","2","1","10"
"2016",311890,"UC Capitals","Capitals","away","Marianna","Tolo","M","T","M. Tolo","","1","30:11","20","2","0","14","9","15","60","0","0","0","9","15","60","2","2","100","7","2","9","3","2","2","0","1","5","6","12"
"2016",311890,"UC Capitals","Capitals","away","Abigail","Wehrung","A","W","A. Wehrung","","1","29:28","8","0","0","0","2","8","25","2","7","28","0","1","0","2","2","100","2","0","2","2","1","0","0","0","3","1","-1"
"2016",311890,"UC Capitals","Capitals","away","Keely","Froling","K","F","K. Froling","","0","11:15","6","0","0","6","3","6","50","0","0","0","3","6","50","0","0","0","1","0","1","0","1","0","0","0","2","0","-2"
"2016",311890,"UC Capitals","Capitals","away","Maddison","Allen","M","A","M. Allen","","0","01:14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-3"
"2016",311890,"UC Capitals","Capitals","away","Jazmon","Gwathmey","J","G","J. Gwathmey","","0","22:19","4","2","0","2","1","7","14","0","0","0","1","7","14","2","3","66","1","3","4","2","1","1","2","0","2","2","2"
"2016",311891,"Dandenong Rangers","Rangers","home","Aimie","Clydesdale","A","C","A. Clydesdale","","1","19:28","0","0","0","0","0","3","0","0","1","0","0","2","0","0","0","0","1","1","2","0","1","1","0","0","1","2","-11"
"2016",311891,"Dandenong Rangers","Rangers","home","Rachel","Antoniadou","R","A","R. Antoniadou","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311891,"Dandenong Rangers","Rangers","home","Briahna","Whatman","B","W","B. Whatman","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311891,"Dandenong Rangers","Rangers","home","Stephanie","Cumming","S","C","S. Cumming","","1","33:20","16","0","4","2","6","13","46","1","3","33","5","10","50","3","3","100","1","0","1","5","1","2","0","0","2","1","-14"
"2016",311891,"Dandenong Rangers","Rangers","home","Jacinta","Kennedy","J","K","J. Kennedy","","1","17:27","8","0","0","4","3","5","60","0","0","0","3","5","60","2","2","100","0","0","0","2","1","0","1","0","2","1","1"
"2016",311891,"Dandenong Rangers","Rangers","home","Lauren","Scherf","L","S","L. Scherf","","0","05:35","0","0","0","0","0","4","0","0","1","0","0","3","0","0","0","0","1","1","2","0","1","0","0","0","2","0","-7"
"2016",311891,"Dandenong Rangers","Rangers","home","Saraid","Taylor","S","T","S. Taylor","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311891,"Dandenong Rangers","Rangers","home","Amelia","Todhunter","A","T","A. Todhunter","","0","25:31","7","0","0","2","3","6","50","0","1","0","3","5","60","1","1","100","3","0","3","1","0","3","0","0","1","3","-5"
